Company Name,Industry group,ISIN code,NSE symbol,Date,Total income from continuing operations,Net sales,Total expenses,Interest expenses,Depreciation,Total tax provision,Net Profit/(Loss) for the period from continuing operations (after tax),Reported Profit after tax,PBT,PBDT,PBDIT,PBIT net of P&E,Earnings per share before extraordinary item,Closing Price,Date.1,Closing Price.1,Shares Outstanding,Market Capitalisation,EPS,P/E,Number of Transactions,Enterprise value,Industry P/E,Beta,industry_score
Techno Electric & Engg. Co. Ltd.,Industrial construction,INE285K01026,TECHNOE,31-12-2022,204.96,185.26,178.64,1.63,1.83,8.18,31.46,31.32,40.83,42.66,44.29,41.27,2.87,1090.8,,353.1,107619019,3800.027561,13.249517,26.650028,1303,3743.097561,63.05,0.78629,-0.2658631511792221
Technocraft Industries (India) Ltd.,Diversified manufacturing,INE545H01011,TIIL,31-12-2022,451.76,427.64,406.97,6.41,12.72,16.46,46.86,46.86,63.32,76.04,82.45,69.73,19.16,2262.8,,929.3,22961687,2133.829573,90.328729,10.287978,25,2445.339573,116.56,1.193965,-0.2730534186329821
Tega Industries Ltd.,Rubber products,INE011K01018,TEGA,31-12-2022,195.66,185.94,154.89,3.02,4.67,10.7,34.91,34.91,45.61,50.28,53.3,48.63,5.27,1955.45,,609.3,66293149,4039.241569,17.054553,35.726531,1257,4186.621569,40.38,1.737484,-0.13076510935331015
Tejas Networks Ltd.,Communication equipment,INE010J01012,TEJASNET,31-12-2022,285.93,253.29,283.09,1.43,28.13,6.26,5.39,5.39,11.65,39.78,41.21,0.18,0.35,448.9,,566.85,152783972,8660.559453,-4.023328,30.7236545,2640,7583.299453,32.45,1.587467,-0.14405235238570346
Texmaco Rail & Engg. Ltd.,Other transport equipment & ancillaries,INE621L01012,TEXRAIL,31-12-2022,632.21,624.89,608.58,31.85,8.82,10.52,11.3,11.3,21.82,30.64,62.49,53.67,0.35,129.35,,56.35,321869895,1813.736858,0.206295,273.153141,2835,2463.876858,22.75,1.457064,-0.21305884132194208
Thangamayil Jewellery Ltd.,Gems & jewellery,INE085J01014,THANGAMAYL,31-12-2022,744.5,744.5,703.74,8.66,2.29,4.84,13.77,13.77,18.61,20.9,29.56,27.27,5.02,3335.3,,1054.95,13719582,1447.347303,41.320501,25.53091,67,1855.247303,72.03,1.126321,-0.24549709367323447
Themis Medicare Ltd.,Drugs & pharmaceuticals,INE083B01024,THEMISMED,31-12-2022,94.68,88.78,85.2,2.23,2.67,4.19,12.08,12.08,16.27,18.94,21.17,18.5,1.31,102.2,,1269.6,9202770,1168.383679,48.365872,26.249914,178,1088.633679,39.53,1.395796,-0.19195911292555537
Thermax Ltd.,Boilers & turbines,INE152A01029,THERMAX,31-12-2022,1367.77,1330.73,1271.69,4.59,18.68,22.02,90.01,90.01,112.03,130.71,135.3,116.62,7.55,2870.25,,1924.8,119156300,22935.204624,21.146175,91.023553,733,21422.804624,-21.11,0.737439,-0.12183226043480944
Thirumalai Chemicals Ltd.,Organic chemicals,INE338A01024,TIRUMALCHM,31-12-2022,461.99,454.39,463.27,10.61,7.68,6.08,17.6,17.6,23.68,31.36,41.97,34.29,1.72,230.05,,179.65,102388120,1839.402576,13.373622,13.43316,556,1656.122576,41.8,1.761853,-0.1787325857282407
Thomas Cook (India) Ltd.,Tourism,INE332A01027,THOMASCOOK,31-12-2022,363.39,333.63,375.07,9.95,5.94,5.28,-11.68,-11.68,-6.4,-0.46,9.49,3.55,-0.25,143.1,,71.45,470380562,3360.869115,-0.610782,30.7236545,1006,3202.829115,-205.27,1.564187,-0.25578108593341203
Thyrocare Technologies Ltd.,Health services,INE594H01019,THYROCARE,31-12-2022,118.44,117.17,105.41,0.59,9.01,4.95,12.63,12.63,17.58,26.59,27.18,18.17,2.38,436.8,,556.35,52930043,2944.762942,12.210457,45.563406,1338,2865.412942,69.86,0.498843,-0.1320225855676107
Tilaknagar Industries Ltd.,Alcoholic beverages,INE133E01013,TI,31-12-2022,355.41,303.3,301.61,9.02,7.78,13.14,75.61,75.61,75.61,83.39,92.41,33.3,4.36,461.55,,115.7,185236920,2143.191164,2.023895,57.167009,802,2647.451164,58.85,0.367011,-0.20907155538278388
Time Technoplast Ltd.,Plastic packaging goods,INE508G01029,TIMETECHNO,31-12-2022,563.94,563.94,541.98,13.54,26.64,10.0,29.39,29.39,39.39,66.03,79.57,52.93,1.3,184.1,,84.85,226146750,1918.855174,4.523169,18.758971,713,2510.005174,32.14,1.646179,-0.2431511669967358
Timex Group India Ltd.,Other consumer goods,INE064A01026,TIMEXWATCH,31-12-2022,84.65,84.64,88.54,1.72,0.91,13.14,-6.69,-6.69,-6.69,-5.78,-4.06,-4.97,-0.84,348.5,,156.5,100950000,1579.8675,2.523031,62.028563,267,1690.7175,43.38,1.361121,-0.2617559110787527
Timken India Ltd.,General purpose machinery,INE325A01013,TIMKEN,31-12-2022,623.81,609.44,605.45,0.53,22.37,24.6,70.56,70.56,95.16,117.53,118.06,95.69,9.39,3034.1,,3122.2,75218734,23484.793129,53.796439,58.037299,539,23498.333129,40.23,0.93139,-0.22094579296060995
Tinplate Co. Of India Ltd. [Merged],Steel,INE422C01014,TINPLATE,31-12-2022,975.03,959.93,956.68,2.63,16.5,12.32,36.38,36.38,48.7,65.2,67.83,51.33,3.48,430.45,,348.15,104667638,3644.003817,18.205245,19.12361,810,3193.163817,13.6,1.754976,-0.3195550430372759
Tips Music Ltd.,Diversified non-financial services,INE716B01029,TIPSMUSIC,31-12-2022,52.23,50.98,32.04,0.07,0.18,6.75,20.19,20.19,26.94,27.12,27.19,27.01,1.56,541.9,,1594.2,12968659,2067.463618,58.84957,27.089408,322,2009.503618,176.5,0.874553,-0.17902845447488475
Titagarh Rail Systems Ltd.,Other transport equipment & ancillaries,INE615H01020,TITAGARH,31-12-2022,776.84,766.4,712.55,23.04,5.42,15.42,39.23,39.23,54.65,60.07,83.11,77.69,3.28,784.95,,228.55,119571089,2732.797239,4.492725,50.871133,3300,2889.787239,22.75,1.61093,-0.21305884132194208
Titan Company Ltd.,Gems & jewellery,INE280A01028,TITAN,31-12-2022,10966.0,10875.0,9145.0,61.0,93.0,316.0,951.0,951.0,1267.0,1360.0,1421.0,1328.0,10.71,3930.3,,2377.45,887786160,211066.720609,34.828207,68.262199,1820,217327.720609,72.03,1.170765,-0.24549709367323447
Torrent Pharmaceuticals Ltd.,Drugs & pharmaceuticals,INE685A01028,TORNTPHARM,31-12-2022,1930.0,1914.0,1665.0,91.0,185.0,108.0,234.0,234.0,342.0,527.0,618.0,433.0,6.78,3800.3,,1521.45,338445440,51492.781469,31.154505,48.835635,1833,54625.631469,39.53,0.529352,-0.19195911292555537
Torrent Power Ltd.,Conventional electricity,INE813H01021,TORNTPOWER,31-12-2022,4961.99,4867.24,4267.05,177.13,265.22,291.17,694.94,694.94,986.11,1251.33,1428.46,1163.24,14.46,1279.0,,449.65,480616784,21610.933693,49.289997,9.122541,1067,29354.833693,12.17,0.846931,-0.03716679162073462
Transport Corporation Of India Ltd.,Transport logistics services,INE688A01022,TCI,31-12-2022,909.72,880.91,814.38,2.19,30.14,10.0,95.34,95.34,105.34,135.48,137.67,107.53,12.31,1034.8,,629.6,77521525,4880.755214,38.731178,16.255638,498,4874.215214,41.66,0.9873,-0.14794687699617792
Trent Ltd.,Retail trading,INE849A01020,TRENT,31-12-2022,2244.64,2171.51,2173.91,88.46,110.62,48.65,160.97,160.97,209.62,320.24,408.7,297.99,4.53,4061.75,,1196.8,355487461,42544.739332,11.290975,105.996162,2456,47052.699332,131.24,1.090275,-0.07458873961639617
Trident Ltd.,Other textiles,INE064C01022,TRIDENT,31-12-2022,1632.24,1618.4,1540.78,18.01,77.72,41.67,142.04,142.04,183.71,261.43,279.44,201.27,0.28,26.96,,34.45,5095955670,17555.567283,0.886114,38.877596,14252,18884.467283,34.41,1.463615,-0.1978037032812153
Triveni Engineering & Inds. Ltd.,Sugar,INE256C01024,TRIVENI,31-12-2022,1494.8,1461.38,1612.95,6.27,23.81,51.25,146.18,146.18,197.43,221.24,227.51,203.7,6.05,374.3,,285.2,241755110,6894.855737,10.598742,26.908854,2312,6950.805737,67.56,1.160323,-0.26522110760151973
Triveni Turbine Ltd.,Boilers & turbines,INE152M01016,TRITURBINE,31-12-2022,304.02,292.87,283.43,0.06,4.71,14.8,43.78,43.78,58.58,63.29,63.35,58.64,1.35,528.5,,271.75,323305484,8785.826528,4.137573,65.678602,2015,8549.796528,-21.11,1.199938,-0.12183226043480944
Tube Investments Of India Ltd.,Steel pipes & tubes,INE974X01010,TIINDIA,31-12-2022,1726.79,1709.69,1578.77,6.0,33.66,54.15,137.71,137.71,191.86,225.52,231.52,197.86,7.14,2636.45,,2608.85,193094028,50375.335495,28.596431,91.229917,608,34332.345495,31.67,1.172867,-0.2615999515821926
Tv18 Broadcast Ltd. [Merged],Media-broadcasting,INE886H01027,TV18BRDCST,31-12-2022,376.09,327.15,344.47,10.34,13.91,6.45,31.62,31.62,38.07,51.98,62.32,30.26,0.18,45.34,,34.05,1714360160,5837.396345,0.178259,191.014278,1410,6484.326345,18.65,1.414439,-0.31204317365713524
U P L Ltd.,Pesticides,INE628A01036,UPL,31-12-2022,4997.0,4652.0,4318.0,201.0,245.0,92.0,323.0,323.0,415.0,660.0,861.0,621.0,4.3,750.85,,757.25,750607641,56839.763615,24.39357,31.043017,2866,56968.763615,30.43,1.30321,-0.2787880162986381
U T I Asset Mgmt. Co. Ltd.,Asset management services (mutual funds),INE094J01016,UTIAMC,31-12-2022,281.03,280.94,172.44,2.46,9.74,38.17,108.59,108.59,146.76,156.5,158.96,149.22,8.52,1133.15,,743.65,126969887,9442.115647,31.851647,23.347301,960,9504.515647,24.98,0.482395,-0.16490924722718592
Uco Bank,Banking services,INE691A01018,UCOBANK,31-12-2022,5450.6,4627.14,4797.63,2675.28,13.67,368.51,652.97,652.97,1021.48,1021.48,3696.76,3696.76,0.55,28.66,,29.65,11955958176,35449.415992,0.038801,764.160724,5300,22809.575992,18.44,1.021935,0.17737526706292647
Uflex Ltd.,Plastic films & flexible packaging,INE516A01017,UFLEX,31-12-2022,1713.43,1704.88,1638.89,44.65,66.11,10.96,49.36,49.36,60.32,126.43,171.08,104.97,6.84,475.05,,543.5,72211486,3924.694264,33.148466,16.395932,255,5472.594264,7.64,1.457687,-0.3348941152618447
Ujjivan Financial Services Ltd. [Merged],Other fund based financial services,INE334L01012,UJJIVAN,31-12-2022,2.18,530.27,1.25,6.715,13.67,0.34,0.93,0.93,1.27,1.27,1.27,1.31,0.08,590.35,,266.35,121678094,3240.896034,0.288466,923.332203,1379,3114.606034,33.67,1.623153,-0.23981065613779393
Ujjivan Small Finance Bank Ltd.,Banking services,INE551W01018,UJJIVANSFB,31-12-2022,1220.76,1081.59,927.57,384.67,13.67,95.95,293.19,293.19,389.14,389.14,773.81,773.59,1.5,54.04,,28.75,1954504681,5619.200958,4.513983,6.369099,1950,5419.560958,18.44,1.187224,0.17737526706292647
Ultratech Cement Ltd.,Cement,INE481G01011,ULTRACEMCO,31-12-2022,15166.23,15008.02,14519.72,193.7,653.53,461.57,994.23,994.23,1455.8,2109.33,2303.03,1649.5,34.48,11497.15,,7089.1,288679445,204647.745355,194.665748,36.416782,1949,214272.265355,48.83,1.070308,-0.2010629948632316
Unichem Laboratories Ltd.,Drugs & pharmaceuticals,INE351A01035,UNICHEMLAB,31-12-2022,267.38,251.95,307.82,1.76,28.64,13.14,-57.12,-57.12,-57.12,-28.48,-26.72,-54.79,-8.11,447.9,,351.7,70405750,2476.170227,-20.380438,30.7236545,2419,2245.380227,39.53,0.698742,-0.19195911292555537
Union Bank Of India,Banking services,INE692A01016,UNIONBANK,31-12-2022,24153.68,20882.86,21908.88,12254.78,13.67,1338.44,2244.8,2244.8,3583.24,3583.24,15838.02,15838.02,3.28,154.05,,78.4,6834747466,53584.420133,10.3266,7.592044,7250,-14736.849867,18.44,1.514698,0.17737526706292647
Uniparts India Ltd.,Other automobile ancillaries,INE244O01017,UNIPARTS,31-12-2022,236.71,235.72,196.15,0.91,6.62,11.29,30.03,30.03,41.32,47.94,48.85,42.05,6.77,483.3,,554.25,45133758,2501.538537,27.679946,20.023521,497,2593.778537,38.68,0.849738,-0.25847999501499275
United Breweries Ltd.,Alcoholic beverages,INE686F01025,UBL,31-12-2022,1624.01,1611.04,1608.74,1.6,50.16,6.88,-2.14,-2.14,4.74,54.9,56.5,39.46,-0.08,1602.7,,1591.2,264405149,42072.147309,18.540486,85.822992,401,41170.027309,58.85,1.007804,-0.20907155538278388
United Foodbrands Ltd.,Hotels & restaurants,INE382M01027,UFBL,31-12-2022,290.71,286.4,288.2,16.55,32.77,0.93,2.51,2.51,3.44,36.21,52.76,17.76,0.64,176.45,,880.15,38973330,3430.23764,-1.521553,30.7236545,1645,3923.40764,74.95,1.004666,-0.18801789305244987
United Spirits Ltd.,Alcoholic beverages,INE854D01024,UNITDSPR,31-12-2022,2808.0,2781.1,2544.4,24.3,63.6,41.8,110.5,110.5,152.3,215.9,240.2,324.0,1.52,1406.2,,768.85,727350853,55922.370333,13.396561,57.391595,1416,56199.670333,58.85,1.101095,-0.20907155538278388
Universal Cables Ltd.,Wires & cables,INE279A01012,UNIVCABLES,31-12-2022,595.15,590.99,543.57,24.06,5.62,4.12,13.44,13.44,17.56,23.18,47.24,41.62,3.87,855.75,,331.2,34695381,1149.111019,17.264546,19.183823,1068,1397.611019,29.86,1.748866,-0.19300179388073796
Uno Minda Ltd.,Other automobile ancillaries,INE405E01023,UNOMINDA,31-12-2022,1822.16,1800.84,1751.33,2.78,61.22,31.21,119.25,119.25,150.46,211.68,214.46,153.24,2.09,1267.1,,488.1,572931494,27964.786222,7.44452,65.565006,2217,28269.216222,38.68,1.205868,-0.25847999501499275
Usha Martin Ltd.,Other ferrous metal products,INE228A01035,USHAMART,31-12-2022,499.98,496.09,443.18,3.43,6.53,17.84,51.88,51.88,69.72,76.25,79.68,73.15,1.7,451.7,,185.8,304741780,5662.102272,7.636629,24.330106,2862,5728.342272,12.27,1.532625,-0.25482541344281856
V A Tech Wabag Ltd.,Industrial machinery,INE956G01038,WABAG,31-12-2022,526.8,518.9,490.4,14.7,1.0,13.0,37.3,37.3,50.3,51.3,66.0,82.1,6.0,1297.7,,317.55,62190428,1974.857041,25.862501,12.278395,1061,2247.397041,43.3,1.539829,-0.22502606240929363
V I P Industries Ltd.,Wholesale trading,INE054A01027,VIPIND,31-12-2022,561.66,513.77,497.42,5.35,14.11,4.03,57.22,57.22,61.25,75.36,80.71,66.6,4.04,363.55,,699.1,141618858,9900.574363,10.237337,68.289242,618,10082.094363,35.94,1.510583,-0.23739051576619835
V R L Logistics Ltd.,Road transport services,INE366I01010,VRLLOG,31-12-2022,686.02,681.53,648.26,15.07,42.11,12.82,37.76,49.2,65.9,108.01,123.08,65.65,5.57,267.75,,534.35,88343495,4720.634655,19.893938,26.859941,1054,5242.724655,38.39,1.159157,-0.1999541833304146
V S T Industries Ltd.,Tobacco products,INE710A01016,VSTIND,31-12-2022,361.78,345.76,294.76,6.715,7.43,24.32,78.98,78.98,103.3,110.73,110.73,103.3,51.15,251.35,,3022.5,15441920,4667.32032,218.852319,13.810683,213,3580.73032,24.16,0.809387,-0.19083888618022943
V S T Tillers Tractors Ltd.,Agricultural machinery,INE764D01017,VSTTILLERS,31-12-2022,222.81,213.69,204.93,0.45,7.04,5.52,19.43,19.43,24.95,31.99,32.44,25.4,22.49,5760.35,,2325.3,8639528,2008.949446,77.133843,30.1463,150,1982.149446,42.42,1.071935,-0.06518307276493251
V-Guard Industries Ltd.,Miscellaneous electrical machinery,INE951I01027,VGUARD,31-12-2022,983.76,977.97,826.65,2.31,15.5,12.72,35.82,35.82,48.54,64.04,66.35,50.85,0.83,330.85,,246.9,432096759,10668.46898,4.999806,49.381915,546,10680.92898,45.43,0.867078,-0.12137950485927937
V-Mart Retail Ltd.,Retail trading,INE665J01013,VMART,31-12-2022,777.58,776.88,607.22,30.7,47.27,6.44,19.97,19.97,26.41,73.68,104.38,57.11,10.11,737.7,,2754.8,19772463,5446.918107,13.958807,197.352105,1278,6314.068107,131.24,1.16971,-0.07458873961639617
Vadilal Industries Ltd.,Dairy products,INE694D01016,VADILALIND,31-12-2022,115.69,109.08,116.02,2.43,4.52,0.17,-9.36,-9.36,-9.19,-4.67,-2.24,-10.0,-13.02,4980.45,,2880.8,7187830,2070.670066,90.625404,31.787996,302,2243.810066,-409.95,1.059705,-0.27220024585594227
Vaibhav Global Ltd.,Gems & jewellery,INE884A01027,VAIBHAVGBL,31-12-2022,141.0,112.98,110.89,1.3,1.83,-0.56,24.68,24.68,24.12,25.95,27.25,25.42,1.5,237.6,,304.7,164955493,5026.193872,6.327767,48.152844,1486,5081.113872,72.03,0.824226,-0.24549709367323447
Vakrangee Ltd.,Computer software,INE051B01021,VAKRANGEE,31-12-2022,41.99,41.89,41.95,6.715,4.01,0.81,-0.2,-0.2,0.61,4.62,4.62,0.61,-0.01,7.82,,26.9,1059499790,2850.054435,-0.923643,30.7236545,3244,2806.414435,29.01,1.279283,-0.22129977102466347
Valiant Organics Ltd.,Organic chemicals,INE565V01010,VALIANTORG,31-12-2022,223.12,217.56,214.79,2.55,6.86,5.99,18.51,18.51,24.5,31.36,33.91,22.15,6.82,263.9,,477.35,27153488,1296.17175,24.217883,19.710641,978,1575.76175,41.8,1.114887,-0.1787325857282407
Valor Estate Ltd.,Other fund based financial services,INE879I01012,DBREALTY,31-12-2022,47.64,1.08,28.76,2.57,0.04,9.47,23.54,23.54,33.01,33.05,35.62,35.68,0.77,118.35,,75.1,343354782,2578.594413,3.349305,22.42256,2056,3108.434413,33.67,1.75351,-0.23981065613779393
Vardhman Special Steels Ltd.,Steel,INE050M01012,VSSL,31-12-2022,414.07,400.63,428.19,4.57,7.08,9.63,28.47,28.47,38.1,45.18,49.75,42.67,7.02,296.25,,317.25,40627414,1288.904709,28.490615,11.135246,816,1419.504709,13.6,1.143041,-0.3195550430372759
Vardhman Textiles Ltd.,Cotton & blended yarn,INE825A01020,VTL,31-12-2022,2361.54,2293.87,2187.88,20.55,97.24,26.25,90.58,90.58,116.83,214.07,234.62,137.38,3.13,452.75,,303.3,289127050,8769.223426,31.491,9.631323,1313,8618.313426,18.07,0.764839,-0.34354770889024955
Varroc Engineering Ltd.,Other automobile ancillaries,INE665L01035,VARROC,31-12-2022,998.13,973.84,1003.77,47.26,48.83,0.94,0.19,0.19,1.13,49.96,97.22,35.09,0.01,635.15,,277.45,152786400,4239.058668,-3.169785,30.7236545,287,5377.178668,38.68,1.880991,-0.25847999501499275
Varun Beverages Ltd.,Processed foods,INE200M01039,VBL,31-12-2022,1617.69,1543.98,1781.49,43.4,146.51,0.61,58.85,58.85,59.46,205.97,249.37,102.77,0.45,469.6,,1147.85,649549620,74558.553132,20.96545,54.7496,10286,78105.093132,67.56,0.781973,-0.13872794997574678
Vedant Fashions Ltd.,Retail trading,INE825V01034,MANYAVAR,31-12-2022,439.4,430.65,291.28,7.18,23.43,50.33,146.94,146.94,197.27,220.7,227.88,204.45,6.05,597.05,,1191.25,242754819,28918.167813,15.63141,76.208738,3084,28976.177813,131.24,1.404536,-0.07458873961639617
Vedanta Ltd.,Other non-ferrous metals & metal products,INE205A01025,VEDL,31-12-2022,20900.0,15832.0,16309.0,1197.0,1040.0,-366.0,4684.0,4684.0,4318.0,5358.0,6555.0,5297.0,12.59,581.8,,332.6,3717199039,123634.040037,16.321429,20.378118,8249,77591.040037,15.76,1.464666,1.5320458796446645
Veedol Corporation Ltd.,"Lubricants, etc.",INE484C01030,VEEDOL,31-12-2022,407.84,391.48,384.31,0.3,2.63,5.88,21.95,21.95,27.83,30.46,30.76,28.13,12.92,1643.65,,982.9,17424000,1712.60496,59.819789,16.431018,397,1569.24496,12.28,0.983689,-0.3310810716453944
Venky'S (India) Ltd.,Diversified manufacturing,INE398A01010,VENKEYS,31-12-2022,1043.64,1035.75,1024.28,4.48,8.87,5.49,16.53,16.53,22.02,30.89,35.37,26.5,11.73,1405.35,,1823.35,14087336,2568.61441,71.539431,25.487343,455,2761.31441,20.22,1.73112,-0.2730534186329821
Venus Pipes & Tubes Ltd.,Steel pipes & tubes,INE0JA001018,VENUSPIPES,31-12-2022,136.42,136.11,117.22,2.26,0.52,3.78,11.28,11.28,15.06,15.58,17.84,17.32,5.77,1195.7,,730.85,20296110,1483.341199,18.786851,38.902208,129,1543.431199,31.67,1.589111,-0.2615999515821926
Veranda Learning Solutions Ltd.,Computer software,INE0IQ001011,VERANDA,31-12-2022,39.7,5.69,23.68,6.715,0.04,0.08,16.02,16.02,16.1,16.14,16.14,16.1,2.68,178.95,,234.0,61572051,1440.785993,1.216461,192.361281,438,1568.175993,29.01,0.608834,-0.22129977102466347
Vesuvius India Ltd.,Refractories,INE386A01023,VESUVIUS,31-12-2022,354.95,348.37,331.32,6.715,8.79,9.68,27.64,27.64,37.32,46.11,46.11,37.32,13.62,461.75,,1628.8,20296080,3305.82551,56.360637,28.899602,55,2737.86551,15.32,0.742627,-0.28559739105305165
Vidhi Specialty Food Ingredients Ltd.,Dyes & pigments,INE632C01026,VIDHIING,31-12-2022,86.47,86.41,75.98,0.88,0.83,3.26,7.68,7.68,10.94,11.77,12.65,11.82,1.53,341.35,,342.8,49945000,1712.1146,8.393233,40.842428,85,1801.0346,75.2,1.130111,-0.25141337692746524
Vijaya Diagnostic Centre Ltd.,Health services,INE043W01024,VIJAYA,31-12-2022,114.69,110.97,98.53,5.53,20.2,5.52,16.16,16.16,21.68,41.88,47.41,27.21,1.58,995.0,,411.85,102069262,4203.722555,7.707511,53.434887,461,4148.332555,69.86,1.050315,-0.1320225855676107
Vinati Organics Ltd.,Organic chemicals,INE410B01037,VINATIORGA,31-12-2022,527.82,516.53,418.84,0.23,16.63,35.46,106.94,106.94,142.4,159.03,159.26,142.63,10.32,1561.35,,1831.3,102782050,18822.476816,40.310541,45.429805,602,18741.546816,41.8,0.884084,-0.1787325857282407
Vindhya Telelinks Ltd.,Infrastructural construction,INE707A01012,VINDHYATEL,31-12-2022,638.92,638.27,667.99,15.95,4.57,11.23,32.91,32.91,44.14,48.71,64.66,59.99,27.77,1395.1,,1616.75,11850863,1915.988276,82.137478,19.683463,617,1519.388276,-7779.86,1.406281,-0.2879215797575277
Vishnu Chemicals Ltd.,Inorganic chemicals,INE270I01022,VISHNU,31-12-2022,303.98,297.43,258.04,7.93,5.23,10.24,31.75,31.75,41.99,47.22,55.15,49.92,5.32,520.05,,281.05,59730100,1678.71446,20.204219,13.910461,284,1994.08446,39.65,1.454371,-0.17966830745747447
Vodafone Idea Ltd.,Telecommunication services,INE669E01016,IDEA,31-12-2022,10576.2,10552.9,18530.2,6310.6,5721.9,13.14,-7954.0,-7954.0,-7954.0,-2232.1,4078.5,-1643.4,-2.44,11.96,,7.07,32118847885,22708.025455,-9.129593,30.7236545,61355,235200.825455,-19.34,1.202242,-0.01775097677186995
Voltamp Transformers Ltd.,"Generators, transformers & switchgears",INE540H01012,VOLTAMP,31-12-2022,371.2,357.47,263.6,0.22,2.51,15.59,50.76,50.76,66.35,68.86,69.08,66.64,50.17,8065.7,,2519.55,10117120,2549.05897,172.687484,14.590229,263,2533.22897,78.35,0.976934,-0.19481232573431395
Voltas Ltd.,Air-conditioners & refrigerators,INE226A01021,VOLTAS,31-12-2022,1456.07,1422.59,1400.38,2.33,10.13,16.5,44.32,44.32,60.82,70.95,73.28,63.15,1.34,1375.4,,802.35,330884740,26548.537114,12.17977,65.875629,1702,25285.557114,87.15,1.08312,-0.026038573553391477
Wardwizard Innovations & Mobility Ltd.,Two & three wheelers,INE945P01024,,31-12-2022,69.83,69.83,66.14,0.48,1.25,1.33,3.43,3.43,4.76,6.01,6.49,5.24,0.14,8.47,,59.5,262052303,1559.211203,0.430067,138.350595,2909,1542.121203,25.13,0.576775,0.5446855727983667
Welspun Corp Ltd.,Steel pipes & tubes,INE191B01025,WELCORP,31-12-2022,1737.53,1729.49,1887.16,57.95,36.47,13.37,23.8,23.8,37.17,73.64,131.59,95.12,0.91,778.2,,210.75,261529395,5511.732,13.915071,15.14545,1788,6080.872,31.67,1.874662,-0.2615999515821926
Welspun Enterprises Ltd.,Industrial construction,INE625G01013,WELENT,31-12-2022,1202.92,668.37,692.0,19.88,2.4,11.96,510.92,510.92,522.88,525.28,545.16,20.0,34.11,510.2,,145.1,149983056,2176.254143,5.382608,26.957192,754,2582.104143,63.05,1.531033,-0.2658631511792221
Welspun Living Ltd.,Other textiles,INE192B01031,WELSPUNLIV,31-12-2022,1419.94,1378.09,1334.48,16.31,64.13,27.2,51.98,51.98,79.18,143.31,159.62,95.49,0.53,135.8,,67.3,988058484,6649.633597,1.315914,51.143159,740,7884.303597,34.41,1.419163,-0.1978037032812153
Wendt (India) Ltd.,Machine tools,INE274C01019,WENDT,31-12-2022,50.87,47.31,39.75,6.715,1.91,3.27,11.45,11.45,14.72,16.63,16.63,14.72,57.23,8141.8,,8203.65,2000000,1640.73,177.45,46.230769,37,1638.82,21.13,1.268025,-0.21408882058364617
West Coast Paper Mills Ltd.,Paper & newsprint,INE976A01021,WSTCSTPAPR,31-12-2022,668.09,660.43,563.18,12.28,30.18,45.89,141.92,141.92,187.81,217.99,230.27,200.09,21.49,407.0,,539.5,66048908,3563.338587,75.849854,7.112736,1375,3974.268587,15.79,1.515597,-0.3489624638386909
Westlife Foodworld Ltd.,Other fund based financial services,INE274F01020,WESTLIFE,31-12-2022,0.2,0.2,0.26,6.715,13.67,13.14,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,3.42,519.4,,735.6,155920715,11469.527795,-0.036557,30.7236545,2170,11457.117795,33.67,0.735889,-0.23981065613779393
